CWE-ID,Name,Type,Related Weakness,Parent,Vote,Clippy Helps?
369,Divide By Zero,Base,::NATURE:ChildOf:CWE ID:682:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:682:VIEW ID:1003:ORDINAL:Primary::NATURE:ChildOf:CWE ID:682:VIEW ID:1305:ORDINAL:Primary::NATURE:ChildOf:CWE ID:682:VIEW ID:1340:ORDINAL:Primary::,682,,
372,Incomplete Internal State Distinction,Base,::NATURE:ChildOf:CWE ID:664:VIEW ID:1000:ORDINAL:Primary::,664,,
374,Passing Mutable Objects to an Untrusted Method,Base,::NATURE:ChildOf:CWE ID:668:VIEW ID:1000:ORDINAL:Primary::,668,,
375,Returning a Mutable Object to an Untrusted Caller,Base,::NATURE:ChildOf:CWE ID:668:VIEW ID:1000:ORDINAL:Primary::,668,,
378,Creation of Temporary File With Insecure Permissions,Base,::NATURE:ChildOf:CWE ID:377:VIEW ID:1000:ORDINAL:Primary::,377,"No Help, or Langs Won't Help",
379,Creation of Temporary File in Directory with Insecure Permissions,Base,::NATURE:ChildOf:CWE ID:377:VIEW ID:1000:ORDINAL:Primary::,377,"No Help, or Langs Won't Help",
385,Covert Timing Channel,Base,::NATURE:ChildOf:CWE ID:514:VIEW ID:1000:ORDINAL:Primary::,514,,
386,Symbolic Name not Mapping to Correct Object,Base,::NATURE:ChildOf:CWE ID:706:VIEW ID:1000:ORDINAL:Primary::NATURE:PeerOf:CWE ID:367:VIEW ID:1000::NATURE:PeerOf:CWE ID:610:VIEW ID:1000::NATURE:PeerOf:CWE ID:486:VIEW ID:1000::,706,,
390,Detection of Error Condition Without Action,Base,::NATURE:ChildOf:CWE ID:755:VIEW ID:1000:ORDINAL:Primary::NATURE:CanPrecede:CWE ID:401:VIEW ID:1000::,755,,
391,Unchecked Error Condition,Base,::NATURE:ChildOf:CWE ID:754:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:703:VIEW ID:1305:ORDINAL:Primary::NATURE:ChildOf:CWE ID:703:VIEW ID:1340:ORDINAL:Primary::,754,,
392,Missing Report of Error Condition,Base,::NATURE:ChildOf:CWE ID:755:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:684:VIEW ID:1000::NATURE:ChildOf:CWE ID:703:VIEW ID:1305:ORDINAL:Primary::NATURE:ChildOf:CWE ID:703:VIEW ID:1340:ORDINAL:Primary::,755,,
393,Return of Wrong Status Code,Base,::NATURE:ChildOf:CWE ID:684:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:703:VIEW ID:1000::,684,,
394,Unexpected Status Code or Return Value,Base,::NATURE:ChildOf:CWE ID:754:VIEW ID:1000:ORDINAL:Primary::,754,,
395,Use of NullPointerException Catch to Detect NULL Pointer Dereference,Base,::NATURE:ChildOf:CWE ID:705:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:755:VIEW ID:1000::,705,,
396,Declaration of Catch for Generic Exception,Base,::NATURE:ChildOf:CWE ID:705:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:755:VIEW ID:1000::NATURE:ChildOf:CWE ID:221:VIEW ID:1000::,705,,
397,Declaration of Throws for Generic Exception,Base,::NATURE:ChildOf:CWE ID:705:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:221:VIEW ID:1000::NATURE:ChildOf:CWE ID:703:VIEW ID:1000::,705,,
403,Exposure of File Descriptor to Unintended Control Sphere ('File Descriptor Leak'),Base,::NATURE:ChildOf:CWE ID:402:VIEW ID:1000:ORDINAL:Primary::,402,,
408,Incorrect Behavior Order: Early Amplification,Base,::NATURE:ChildOf:CWE ID:405:VIEW ID:1000::NATURE:ChildOf:CWE ID:696:VIEW ID:1000:ORDINAL:Primary::,405,,
409,Improper Handling of Highly Compressed Data (Data Amplification),Base,::NATURE:ChildOf:CWE ID:405:VIEW ID:1000:ORDINAL:Primary::,405,,
410,Insufficient Resource Pool,Base,::NATURE:ChildOf:CWE ID:664:VIEW ID:1000:ORDINAL:Primary::NATURE:CanPrecede:CWE ID:400:VIEW ID:1000::,664,,
412,Unrestricted Externally Accessible Lock,Base,::NATURE:ChildOf:CWE ID:667:VIEW ID:1000:ORDINAL:Primary::NATURE:CanAlsoBe:CWE ID:410:VIEW ID:1000::,667,,
413,Improper Resource Locking,Base,::NATURE:ChildOf:CWE ID:667:VIEW ID:1000:ORDINAL:Primary::,667,,
414,Missing Lock Check,Base,::NATURE:ChildOf:CWE ID:667:VIEW ID:1000:ORDINAL:Primary::,667,,
419,Unprotected Primary Channel,Base,::NATURE:ChildOf:CWE ID:923:VIEW ID:1000:ORDINAL:Primary::,923,,
420,Unprotected Alternate Channel,Base,::NATURE:ChildOf:CWE ID:923:VIEW ID:1000:ORDINAL:Primary::,923,,
421,Race Condition During Access to Alternate Channel,Base,::NATURE:ChildOf:CWE ID:420:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:362:VIEW ID:1000::,420,"No Help, or Langs Won't Help",
425,Direct Request ('Forced Browsing'),Base,::NATURE:ChildOf:CWE ID:862:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:862:VIEW ID:1003:ORDINAL:Primary::NATURE:ChildOf:CWE ID:288:VIEW ID:1000::NATURE:ChildOf:CWE ID:424:VIEW ID:1000::NATURE:CanPrecede:CWE ID:471:VIEW ID:1000::NATURE:CanPrecede:CWE ID:98:VIEW ID:1000::,862,,
426,Untrusted Search Path,Base,::NATURE:ChildOf:CWE ID:642:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:668:VIEW ID:1003:ORDINAL:Primary::NATURE:ChildOf:CWE ID:673:VIEW ID:1000::NATURE:PeerOf:CWE ID:427:VIEW ID:1000::NATURE:PeerOf:CWE ID:428:VIEW ID:1000::,642,,
427,Uncontrolled Search Path Element,Base,::NATURE:ChildOf:CWE ID:668:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:668:VIEW ID:1003:ORDINAL:Primary::,668,,
428,Unquoted Search Path or Element,Base,::NATURE:ChildOf:CWE ID:668:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:668:VIEW ID:1003:ORDINAL:Primary::,668,,
430,Deployment of Wrong Handler,Base,::NATURE:ChildOf:CWE ID:691:VIEW ID:1000:ORDINAL:Primary::NATURE:CanPrecede:CWE ID:433:VIEW ID:1000::NATURE:PeerOf:CWE ID:434:VIEW ID:1000::,691,,
431,Missing Handler,Base,::NATURE:ChildOf:CWE ID:691:VIEW ID:1000:ORDINAL:Primary::NATURE:CanPrecede:CWE ID:433:VIEW ID:1000::,691,,
434,Unrestricted Upload of File with Dangerous Type,Base,::NATURE:ChildOf:CWE ID:669:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:669:VIEW ID:1003:ORDINAL:Primary::NATURE:PeerOf:CWE ID:351:VIEW ID:1000::NATURE:PeerOf:CWE ID:436:VIEW ID:1000::NATURE:PeerOf:CWE ID:430:VIEW ID:1000::,669,,
437,Incomplete Model of Endpoint Features,Base,::NATURE:ChildOf:CWE ID:436:VIEW ID:1000:ORDINAL:Primary::,436,,
439,Behavioral Change in New Version or Environment,Base,::NATURE:ChildOf:CWE ID:435:VIEW ID:1000:ORDINAL:Primary::,435,,
440,Expected Behavior Violation,Base,::NATURE:ChildOf:CWE ID:684:VIEW ID:1000:ORDINAL:Primary::,684,,
444,Inconsistent Interpretation of HTTP Requests ('HTTP Request/Response Smuggling'),Base,::NATURE:ChildOf:CWE ID:436:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:436:VIEW ID:1003:ORDINAL:Primary::,436,,
447,Unimplemented or Unsupported Feature in UI,Base,::NATURE:ChildOf:CWE ID:446:VIEW ID:1000::NATURE:ChildOf:CWE ID:671:VIEW ID:1000:ORDINAL:Primary::,446,,
448,Obsolete Feature in UI,Base,::NATURE:ChildOf:CWE ID:446:VIEW ID:1000:ORDINAL:Primary::,446,,
449,The UI Performs the Wrong Action,Base,::NATURE:ChildOf:CWE ID:446:VIEW ID:1000:ORDINAL:Primary::,446,,
454,External Initialization of Trusted Variables or Data Stores,Base,::NATURE:ChildOf:CWE ID:1419:VIEW ID:1000:ORDINAL:Primary::NATURE:CanAlsoBe:CWE ID:456:VIEW ID:1000::,1419,,
455,Non-exit on Failed Initialization,Base,::NATURE:ChildOf:CWE ID:665:VIEW ID:1000::NATURE:ChildOf:CWE ID:705:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:636:VIEW ID:1000::,665,,
459,Incomplete Cleanup,Base,::NATURE:ChildOf:CWE ID:404:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:404:VIEW ID:1003:ORDINAL:Primary::,404,,
463,Deletion of Data Structure Sentinel,Base,::NATURE:ChildOf:CWE ID:707:VIEW ID:1000:ORDINAL:Primary::NATURE:PeerOf:CWE ID:464:VIEW ID:1000::,707,,
464,Addition of Data Structure Sentinel,Base,::NATURE:ChildOf:CWE ID:138:VIEW ID:1000:ORDINAL:Primary::,138,,
466,Return of Pointer Value Outside of Expected Range,Base,::NATURE:ChildOf:CWE ID:119:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:20:VIEW ID:700:ORDINAL:Primary::,119,,
468,Incorrect Pointer Scaling,Base,::NATURE:ChildOf:CWE ID:682:VIEW ID:1000:ORDINAL:Primary::,682,,
469,Use of Pointer Subtraction to Determine Size,Base,::NATURE:ChildOf:CWE ID:682:VIEW ID:1000:ORDINAL:Primary::,682,,
470,Use of Externally-Controlled Input to Select Classes or Code ('Unsafe Reflection'),Base,::NATURE:ChildOf:CWE ID:913:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:913:VIEW ID:1003:ORDINAL:Primary::NATURE:ChildOf:CWE ID:610:VIEW ID:1000::NATURE:ChildOf:CWE ID:20:VIEW ID:700:ORDINAL:Primary::,913,,
472,External Control of Assumed-Immutable Web Parameter,Base,::NATURE:ChildOf:CWE ID:642:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:471:VIEW ID:1000::,642,,
474,Use of Function with Inconsistent Implementations,Base,::NATURE:ChildOf:CWE ID:758:VIEW ID:1000:ORDINAL:Primary::,758,,
475,Undefined Behavior for Input to API,Base,::NATURE:ChildOf:CWE ID:573:VIEW ID:1000:ORDINAL:Primary::,573,,
476,NULL Pointer Dereference,Base,::NATURE:ChildOf:CWE ID:710:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:754:VIEW ID:1000::NATURE:ChildOf:CWE ID:754:VIEW ID:1003:ORDINAL:Primary::,710,"No Help, or Langs Won't Help",
477,Use of Obsolete Function,Base,::NATURE:ChildOf:CWE ID:710:VIEW ID:1000:ORDINAL:Primary::,710,"No Help, or Langs Won't Help",
478,Missing Default Case in Multiple Condition Expression,Base,::NATURE:ChildOf:CWE ID:1023:VIEW ID:1000:ORDINAL:Primary::,1023,,
480,Use of Incorrect Operator,Base,::NATURE:ChildOf:CWE ID:670:VIEW ID:1000:ORDINAL:Primary::,670,,
483,Incorrect Block Delimitation,Base,::NATURE:ChildOf:CWE ID:670:VIEW ID:1000:ORDINAL:Primary::,670,,
484,Omitted Break Statement in Switch,Base,::NATURE:ChildOf:CWE ID:710:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:670:VIEW ID:1000::,710,"No Help, or Langs Won't Help",
487,Reliance on Package-level Scope,Base,::NATURE:ChildOf:CWE ID:664:VIEW ID:1000:ORDINAL:Primary::,664,,
488,Exposure of Data Element to Wrong Session,Base,::NATURE:ChildOf:CWE ID:668:VIEW ID:1000:ORDINAL:Primary::,668,,
489,Active Debug Code,Base,::NATURE:ChildOf:CWE ID:710:VIEW ID:1000:ORDINAL:Primary::NATURE:CanPrecede:CWE ID:215:VIEW ID:1000:ORDINAL:Primary::,710,"No Help, or Langs Won't Help",
494,Download of Code Without Integrity Check,Base,::NATURE:ChildOf:CWE ID:345:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:669:VIEW ID:1000::NATURE:ChildOf:CWE ID:669:VIEW ID:1003:ORDINAL:Primary::,345,,
497,Exposure of Sensitive System Information to an Unauthorized Control Sphere,Base,::NATURE:ChildOf:CWE ID:200:VIEW ID:1000:ORDINAL:Primary::,200,,
501,Trust Boundary Violation,Base,::NATURE:ChildOf:CWE ID:664:VIEW ID:1000:ORDINAL:Primary::,664,,
502,Deserialization of Untrusted Data,Base,::NATURE:ChildOf:CWE ID:913:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:913:VIEW ID:1003:ORDINAL:Primary::NATURE:PeerOf:CWE ID:915:VIEW ID:1000::,913,,
515,Covert Storage Channel,Base,::NATURE:ChildOf:CWE ID:514:VIEW ID:1000:ORDINAL:Primary::,514,,
521,Weak Password Requirements,Base,::NATURE:ChildOf:CWE ID:1391:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:287:VIEW ID:1003:ORDINAL:Primary::,1391,,
523,Unprotected Transport of Credentials,Base,::NATURE:ChildOf:CWE ID:522:VIEW ID:1000:ORDINAL:Primary::NATURE:CanAlsoBe:CWE ID:312:VIEW ID:1000::,522,,
524,Use of Cache Containing Sensitive Information,Base,::NATURE:ChildOf:CWE ID:668:VIEW ID:1000:ORDINAL:Primary::,668,,
538,Insertion of Sensitive Information into Externally-Accessible File or Directory,Base,::NATURE:ChildOf:CWE ID:200:VIEW ID:1000:ORDINAL:Primary::,200,,
544,Missing Standardized Error Handling Mechanism,Base,::NATURE:ChildOf:CWE ID:755:VIEW ID:1000:ORDINAL:Primary::,755,,
547,"Use of Hard-coded, Security-relevant Constants",Base,::NATURE:ChildOf:CWE ID:1078:VIEW ID:1000:ORDINAL:Primary::,1078,,
549,Missing Password Field Masking,Base,::NATURE:ChildOf:CWE ID:522:VIEW ID:1000:ORDINAL:Primary::,522,,
551,Incorrect Behavior Order: Authorization Before Parsing and Canonicalization,Base,::NATURE:ChildOf:CWE ID:863:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:696:VIEW ID:1000::,863,,
552,Files or Directories Accessible to External Parties,Base,::NATURE:ChildOf:CWE ID:668:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:668:VIEW ID:1003:ORDINAL:Primary::NATURE:ChildOf:CWE ID:285:VIEW ID:1000::,668,,
561,Dead Code,Base,::NATURE:ChildOf:CWE ID:1164:VIEW ID:1000:ORDINAL:Primary::,1164,,
562,Return of Stack Variable Address,Base,::NATURE:ChildOf:CWE ID:758:VIEW ID:1000:ORDINAL:Primary::NATURE:CanPrecede:CWE ID:672:VIEW ID:1000::NATURE:CanPrecede:CWE ID:825:VIEW ID:1000::,758,,
563,Assignment to Variable without Use,Base,::NATURE:ChildOf:CWE ID:1164:VIEW ID:1000:ORDINAL:Primary::,1164,,
565,Reliance on Cookies without Validation and Integrity Checking,Base,::NATURE:ChildOf:CWE ID:642:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:669:VIEW ID:1003:ORDINAL:Primary::NATURE:ChildOf:CWE ID:602:VIEW ID:1000::,642,,
570,Expression is Always False,Base,::NATURE:ChildOf:CWE ID:710:VIEW ID:1000:ORDINAL:Primary::NATURE:CanPrecede:CWE ID:561:VIEW ID:1000::,710,"No Help, or Langs Won't Help",
571,Expression is Always True,Base,::NATURE:ChildOf:CWE ID:710:VIEW ID:1000:ORDINAL:Primary::NATURE:CanPrecede:CWE ID:561:VIEW ID:1000::,710,"No Help, or Langs Won't Help",
580,clone() Method Without super.clone(),Variant,::NATURE:ChildOf:CWE ID:664:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:573:VIEW ID:1000::,664,,
581,Object Model Violation: Just One of Equals and Hashcode Defined,Variant,::NATURE:ChildOf:CWE ID:573:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:697:VIEW ID:1000::,573,,
584,Return Inside Finally Block,Base,::NATURE:ChildOf:CWE ID:705:VIEW ID:1000:ORDINAL:Primary::,705,,
586,Explicit Call to Finalize(),Base,::NATURE:ChildOf:CWE ID:1076:VIEW ID:1000:ORDINAL:Primary::,1076,,
587,Assignment of a Fixed Address to a Pointer,Variant,::NATURE:ChildOf:CWE ID:344:VIEW ID:1000::NATURE:ChildOf:CWE ID:758:VIEW ID:1000:ORDINAL:Primary::,344,Discouraged via Borrow Checker,
601,URL Redirection to Untrusted Site ('Open Redirect'),Base,::NATURE:ChildOf:CWE ID:610:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:610:VIEW ID:1003:ORDINAL:Primary::,610,,
603,Use of Client-Side Authentication,Base,::NATURE:ChildOf:CWE ID:1390:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:602:VIEW ID:1000::NATURE:PeerOf:CWE ID:300:VIEW ID:1000::NATURE:PeerOf:CWE ID:656:VIEW ID:1000::,1390,,
605,Multiple Binds to the Same Port,Variant,::NATURE:ChildOf:CWE ID:675:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:666:VIEW ID:1000::,675,,
606,Unchecked Input for Loop Condition,Base,::NATURE:ChildOf:CWE ID:1284:VIEW ID:1000:ORDINAL:Primary::NATURE:CanPrecede:CWE ID:834:VIEW ID:1000::,1284,"No Help, or Langs Won't Help",
609,Double-Checked Locking,Base,::NATURE:ChildOf:CWE ID:667:VIEW ID:1000:ORDINAL:Primary::NATURE:CanPrecede:CWE ID:367:VIEW ID:1000::,667,,
611,Improper Restriction of XML External Entity Reference,Base,::NATURE:ChildOf:CWE ID:610:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:610:VIEW ID:1003:ORDINAL:Primary::NATURE:PeerOf:CWE ID:441:VIEW ID:1000::,610,,
613,Insufficient Session Expiration,Base,::NATURE:ChildOf:CWE ID:672:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:672:VIEW ID:1003:ORDINAL:Primary::NATURE:CanPrecede:CWE ID:287:VIEW ID:1000::,672,,
617,Reachable Assertion,Base,::NATURE:ChildOf:CWE ID:670:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:670:VIEW ID:1003:ORDINAL:Primary::,670,,
618,Exposed Unsafe ActiveX Method,Variant,::NATURE:ChildOf:CWE ID:749:VIEW ID:1000:ORDINAL:Primary::,749,Discouraged via Debug Mode,
619,Dangling Database Cursor ('Cursor Injection'),Base,::NATURE:ChildOf:CWE ID:402:VIEW ID:1000:ORDINAL:Primary::,402,,
620,Unverified Password Change,Base,::NATURE:ChildOf:CWE ID:1390:VIEW ID:1000:ORDINAL:Primary::,1390,,
624,Executable Regular Expression Error,Base,::NATURE:ChildOf:CWE ID:77:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:77:VIEW ID:1305:ORDINAL:Primary::NATURE:ChildOf:CWE ID:77:VIEW ID:1340:ORDINAL:Primary::,77,,
625,Permissive Regular Expression,Base,::NATURE:ChildOf:CWE ID:185:VIEW ID:1000:ORDINAL:Primary::NATURE:PeerOf:CWE ID:187:VIEW ID:1000::NATURE:PeerOf:CWE ID:184:VIEW ID:1000::NATURE:PeerOf:CWE ID:183:VIEW ID:1000::,185,,
628,Function Call with Incorrectly Specified Arguments,Base,::NATURE:ChildOf:CWE ID:573:VIEW ID:1000:ORDINAL:Primary::,573,,
639,Authorization Bypass Through User-Controlled Key,Base,::NATURE:ChildOf:CWE ID:863:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:863:VIEW ID:1003:ORDINAL:Primary::NATURE:ChildOf:CWE ID:284:VIEW ID:1340:ORDINAL:Primary::,863,,
640,Weak Password Recovery Mechanism for Forgotten Password,Base,::NATURE:ChildOf:CWE ID:1390:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:287:VIEW ID:1003:ORDINAL:Primary::,1390,,
641,Improper Restriction of Names for Files and Other Resources,Base,::NATURE:ChildOf:CWE ID:99:VIEW ID:1000:ORDINAL:Primary::,99,,
645,Overly Restrictive Account Lockout Mechanism,Base,::NATURE:ChildOf:CWE ID:287:VIEW ID:1000:ORDINAL:Primary::,287,,
648,Incorrect Use of Privileged APIs,Base,::NATURE:ChildOf:CWE ID:269:VIEW ID:1000:ORDINAL:Primary::,269,,
649,Reliance on Obfuscation or Encryption of Security-Relevant Inputs without Integrity Checking,Base,::NATURE:ChildOf:CWE ID:345:VIEW ID:1000:ORDINAL:Primary::,345,,
653,Improper Isolation or Compartmentalization,Class,::NATURE:ChildOf:CWE ID:657:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:693:VIEW ID:1000::,657,,
654,Reliance on a Single Factor in a Security Decision,Base,::NATURE:ChildOf:CWE ID:657:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:693:VIEW ID:1000::,657,,
656,Reliance on Security Through Obscurity,Class,::NATURE:ChildOf:CWE ID:657:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:693:VIEW ID:1000::NATURE:CanPrecede:CWE ID:259:VIEW ID:1000::NATURE:CanPrecede:CWE ID:321:VIEW ID:1000::NATURE:CanPrecede:CWE ID:472:VIEW ID:1000::,657,,
663,Use of a Non-reentrant Function in a Concurrent Context,Base,::NATURE:ChildOf:CWE ID:662:VIEW ID:1000:ORDINAL:Primary::,662,"No Help, or Langs Won't Help",
676,Use of Potentially Dangerous Function,Base,::NATURE:ChildOf:CWE ID:1177:VIEW ID:1000:ORDINAL:Primary::,1177,,
681,Incorrect Conversion between Numeric Types,Base,::NATURE:ChildOf:CWE ID:704:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:704:VIEW ID:1003:ORDINAL:Primary::NATURE:CanPrecede:CWE ID:682:VIEW ID:1000::,704,,
694,Use of Multiple Resources with Duplicate Identifier,Base,::NATURE:ChildOf:CWE ID:99:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:573:VIEW ID:1000::,99,,
695,Use of Low-Level Functionality,Base,::NATURE:ChildOf:CWE ID:573:VIEW ID:1000:ORDINAL:Primary::,573,,
698,Execution After Redirect (EAR),Base,::NATURE:ChildOf:CWE ID:705:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:670:VIEW ID:1000::,705,,
708,Incorrect Ownership Assignment,Base,::NATURE:ChildOf:CWE ID:282:VIEW ID:1000:ORDINAL:Primary::NATURE:CanAlsoBe:CWE ID:345:VIEW ID:1000::,282,,
733,Compiler Optimization Removal or Modification of Security-critical Code,Base,::NATURE:ChildOf:CWE ID:1038:VIEW ID:1000:ORDINAL:Primary::,1038,,
749,Exposed Dangerous Method or Function,Base,::NATURE:ChildOf:CWE ID:284:VIEW ID:1000:ORDINAL:Primary::,284,,
756,Missing Custom Error Page,Base,::NATURE:ChildOf:CWE ID:755:VIEW ID:1000:ORDINAL:Primary::NATURE:CanPrecede:CWE ID:209:VIEW ID:1000::,755,,
763,Release of Invalid Pointer or Reference,Base,::NATURE:ChildOf:CWE ID:404:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:404:VIEW ID:1003:ORDINAL:Primary::NATURE:ChildOf:CWE ID:404:VIEW ID:1340:ORDINAL:Primary::,404,,
764,Multiple Locks of a Critical Resource,Base,::NATURE:ChildOf:CWE ID:667:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:675:VIEW ID:1000::NATURE:ChildOf:CWE ID:662:VIEW ID:1305:ORDINAL:Primary::NATURE:ChildOf:CWE ID:662:VIEW ID:1340:ORDINAL:Primary::,667,,
765,Multiple Unlocks of a Critical Resource,Base,::NATURE:ChildOf:CWE ID:667:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:675:VIEW ID:1000::,667,,
766,Critical Data Element Declared Public,Base,::NATURE:ChildOf:CWE ID:732:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:1061:VIEW ID:1000::,732,"No Help, or Langs Won't Help",
767,Access to Critical Private Variable via Public Method,Base,::NATURE:ChildOf:CWE ID:668:VIEW ID:1000:ORDINAL:Primary::,668,,
770,Allocation of Resources Without Limits or Throttling,Base,::NATURE:ChildOf:CWE ID:400:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:665:VIEW ID:1000::NATURE:ChildOf:CWE ID:400:VIEW ID:1003:ORDINAL:Primary::,400,,
771,Missing Reference to Active Allocated Resource,Base,::NATURE:ChildOf:CWE ID:400:VIEW ID:1000:ORDINAL:Primary::,400,,
772,Missing Release of Resource after Effective Lifetime,Base,::NATURE:ChildOf:CWE ID:404:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:404:VIEW ID:1003:ORDINAL:Primary::NATURE:ChildOf:CWE ID:404:VIEW ID:1305:ORDINAL:Primary::NATURE:ChildOf:CWE ID:404:VIEW ID:1340:ORDINAL:Primary::,404,,
776,Improper Restriction of Recursive Entity References in DTDs ('XML Entity Expansion'),Base,::NATURE:ChildOf:CWE ID:674:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:674:VIEW ID:1003:ORDINAL:Primary::NATURE:ChildOf:CWE ID:405:VIEW ID:1000::,674,,
778,Insufficient Logging,Base,::NATURE:ChildOf:CWE ID:223:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:693:VIEW ID:1000::,223,"No Help, or Langs Won't Help",
779,Logging of Excessive Data,Base,::NATURE:ChildOf:CWE ID:400:VIEW ID:1000:ORDINAL:Primary::,400,,
783,Operator Precedence Logic Error,Base,::NATURE:ChildOf:CWE ID:670:VIEW ID:1000:ORDINAL:Primary::,670,,
786,Access of Memory Location Before Start of Buffer,Base,::NATURE:ChildOf:CWE ID:119:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:119:VIEW ID:1305:ORDINAL:Primary::NATURE:ChildOf:CWE ID:119:VIEW ID:1340:ORDINAL:Primary::,119,,
787,Out-of-bounds Write,Base,::NATURE:ChildOf:CWE ID:119:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:119:VIEW ID:1003:ORDINAL:Primary::NATURE:ChildOf:CWE ID:119:VIEW ID:1305:ORDINAL:Primary::NATURE:ChildOf:CWE ID:119:VIEW ID:1340:ORDINAL:Primary::,119,,
788,Access of Memory Location After End of Buffer,Base,::NATURE:ChildOf:CWE ID:119:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:119:VIEW ID:1305:ORDINAL:Primary::NATURE:ChildOf:CWE ID:119:VIEW ID:1340:ORDINAL:Primary::,119,,
791,Incomplete Filtering of Special Elements,Base,::NATURE:ChildOf:CWE ID:790:VIEW ID:1000:ORDINAL:Primary::,790,,
798,Use of Hard-coded Credentials,Base,::NATURE:ChildOf:CWE ID:1391:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:287:VIEW ID:1003:ORDINAL:Primary::NATURE:ChildOf:CWE ID:344:VIEW ID:1000::NATURE:ChildOf:CWE ID:671:VIEW ID:1000::NATURE:PeerOf:CWE ID:257:VIEW ID:1000::,1391,,
804,Guessable CAPTCHA,Base,::NATURE:ChildOf:CWE ID:863:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:1390:VIEW ID:1000::,863,,
